2017-9-8,2:51 PM,  70.0 °F,  48.0 °F,46%,  30.09 in,  10.0 mi,Variable,  4.6 mph,  17.3 mph,N/A,	 ,Partly Cloudy
2017-9-8,3:51 PM,  69.1 °F,  48.0 °F,47%,  30.10 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-8,4:51 PM,  70.0 °F,  48.9 °F,47%,  30.09 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-8,5:51 PM,  68.0 °F,  48.9 °F,50%,  30.11 in,  10.0 mi,North,  -,  -,N/A,	 ,Scattered Clouds
2017-9-8,6:51 PM,  66.9 °F,  48.9 °F,52%,  30.11 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-8,7:51 PM,  68.0 °F,  48.9 °F,50%,  30.13 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-8,8:51 PM,  64.9 °F,  48.9 °F,56%,  30.16 in,  10.0 mi,West,  5.8 mph,  -,N/A,	 ,Clear
2017-9-8,9:51 PM,  64.0 °F,  48.9 °F,58%,  30.17 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Partly Cloudy
2017-9-8,10:51 PM,  62.1 °F,  48.9 °F,62%,  30.18 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-8,11:51 PM,  60.1 °F,  50.0 °F,69%,  30.19 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-9,12:51 AM,  60.1 °F,  48.9 °F,67%,  30.19 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-9-9,1:51 AM,  59.0 °F,  48.9 °F,69%,  30.19 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-9,2:51 AM,  57.0 °F,  50.0 °F,77%,  30.20 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-9,3:51 AM,  57.0 °F,  50.0 °F,77%,  30.20 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-9,4:51 AM,  55.9 °F,  48.9 °F,77%,  30.21 in,  10.0 mi,North,  5.8 mph,  -,N/A,	 ,Clear
2017-9-9,5:51 AM,  55.9 °F,  48.9 °F,77%,  30.22 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-9,6:51 AM,  55.0 °F,  48.9 °F,80%,  30.24 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-9,7:51 AM,  55.9 °F,  48.9 °F,77%,  30.26 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-9,8:51 AM,  57.9 °F,  48.0 °F,70%,  30.26 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-9,9:51 AM,  61.0 °F,  46.9 °F,60%,  30.27 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-9-9,10:51 AM,  64.0 °F,  46.0 °F,52%,  30.27 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-9,11:51 AM,  66.9 °F,  46.9 °F,49%,  30.27 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-9-9,12:51 PM,  69.1 °F,  46.0 °F,44%,  30.26 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Partly Cloudy
2017-9-9,1:51 PM,  69.1 °F,  48.0 °F,47%,  30.26 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Scattered Clouds
2017-9-9,2:51 PM,  68.0 °F,  48.9 °F,50%,  30.25 in,  10.0 mi,ENE,  10.4 mph,  17.3 mph,N/A,	 ,Mostly Cloudy
2017-9-9,3:51 PM,  68.0 °F,  48.0 °F,49%,  30.24 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-9,4:51 PM,  66.0 °F,  48.9 °F,54%,  30.25 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-9,5:51 PM,  64.9 °F,  48.0 °F,54%,  30.26 in,  10.0 mi,North,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-9,6:51 PM,  64.0 °F,  46.0 °F,52%,  30.26 in,  10.0 mi,North,  6.9 mph,  -,N/A,	 ,Clear
2017-9-9,7:51 PM,  63.0 °F,  46.0 °F,54%,  30.27 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-9,8:51 PM,  62.1 °F,  46.9 °F,58%,  30.29 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-9,9:51 PM,  61.0 °F,  48.9 °F,64%,  30.29 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-9,10:51 PM,  59.0 °F,  48.9 °F,69%,  30.30 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-9,11:51 PM,  59.0 °F,  48.9 °F,69%,  30.30 in,  10.0 mi,NNW,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-10,12:51 AM,  59.0 °F,  50.0 °F,72%,  30.30 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-10,1:51 AM,  59.0 °F,  51.1 °F,75%,  30.30 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-10,2:51 AM,  57.9 °F,  51.1 °F,78%,  30.30 in,  10.0 mi,NNW,  5.8 mph,  -,N/A,	 ,Clear
2017-9-10,3:51 AM,  57.9 °F,  52.0 °F,81%,  30.31 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-10,4:51 AM,  57.9 °F,  51.1 °F,78%,  30.32 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-10,5:51 AM,  57.9 °F,  51.1 °F,78%,  30.33 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-9-10,6:51 AM,  57.0 °F,  51.1 °F,81%,  30.35 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-9-10,7:51 AM,  59.0 °F,  50.0 °F,72%,  30.36 in,  10.0 mi,North,  8.1 mph,  -,N/A,	 ,Clear
2017-9-10,8:51 AM,  62.1 °F,  50.0 °F,65%,  30.36 in,  10.0 mi,North,  10.4 mph,  20.7 mph,N/A,	 ,Clear
2017-9-10,9:51 AM,  64.0 °F,  51.1 °F,63%,  30.37 in,  10.0 mi,Variable,  6.9 mph,  18.4 mph,N/A,	 ,Clear
2017-9-10,10:51 AM,  66.0 °F,  50.0 °F,56%,  30.37 in,  10.0 mi,North,  11.5 mph,  17.3 mph,N/A,	 ,Clear
2017-9-10,11:51 AM,  69.1 °F,  50.0 °F,51%,  30.36 in,  10.0 mi,ENE,  10.4 mph,  -,N/A,	 ,Clear
2017-9-10,12:51 PM,  71.1 °F,  48.9 °F,45%,  30.35 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Clear
2017-9-10,1:51 PM,  72.0 °F,  48.9 °F,44%,  30.35 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Clear
2017-9-10,2:51 PM,  72.0 °F,  48.0 °F,43%,  30.34 in,  10.0 mi,ENE,  10.4 mph,  18.4 mph,N/A,	 ,Clear
2017-9-10,3:51 PM,  71.1 °F,  48.0 °F,44%,  30.34 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-10,4:51 PM,  71.1 °F,  48.0 °F,44%,  30.35 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-9-10,5:51 PM,  70.0 °F,  46.0 °F,42%,  30.34 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Clear
2017-9-10,6:51 PM,  68.0 °F,  44.1 °F,42%,  30.34 in,  10.0 mi,NE,  4.6 mph,  -,N/A,	 ,Clear
2017-9-10,7:51 PM,  66.9 °F,  44.1 °F,44%,  30.34 in,  10.0 mi,NNE,  5.8 mph,  -,N/A,	 ,Clear
2017-9-10,8:51 PM,  64.0 °F,  46.0 °F,52%,  30.35 in,  10.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-10,9:51 PM,  63.0 °F,  48.0 °F,58%,  30.36 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-10,10:51 PM,  63.0 °F,  48.0 °F,58%,  30.36 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-10,11:51 PM,  62.1 °F,  48.9 °F,62%,  30.36 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,12:51 AM,  62.1 °F,  50.0 °F,65%,  30.36 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,1:51 AM,  63.0 °F,  48.9 °F,60%,  30.33 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-9-11,2:51 AM,  62.1 °F,  48.9 °F,62%,  30.32 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,3:51 AM,  59.0 °F,  50.0 °F,72%,  30.32 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,4:51 AM,  57.0 °F,  50.0 °F,77%,  30.32 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,5:51 AM,  55.0 °F,  50.0 °F,83%,  30.33 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,6:51 AM,  55.0 °F,  50.0 °F,83%,  30.35 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,7:51 AM,  57.9 °F,  48.9 °F,72%,  30.35 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,8:51 AM,  60.1 °F,  48.9 °F,67%,  30.33 in,  10.0 mi,North,  5.8 mph,  -,N/A,	 ,Clear
2017-9-11,9:51 AM,  63.0 °F,  51.1 °F,65%,  30.34 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,10:51 AM,  66.0 °F,  50.0 °F,56%,  30.32 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,11:51 AM,  70.0 °F,  48.9 °F,47%,  30.28 in,  10.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,12:51 PM,  73.0 °F,  48.0 °F,41%,  30.26 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,1:51 PM,  73.0 °F,  44.1 °F,35%,  30.24 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,2:51 PM,  73.9 °F,  46.0 °F,37%,  30.21 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,3:51 PM,  75.9 °F,  46.9 °F,36%,  30.20 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,4:51 PM,  75.0 °F,  44.1 °F,33%,  30.18 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,5:51 PM,  75.0 °F,  48.0 °F,38%,  30.16 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Clear
2017-9-11,6:51 PM,  72.0 °F,  46.9 °F,41%,  30.15 in,  10.0 mi,NNE,  4.6 mph,  -,N/A,	 ,Clear
2017-9-11,7:51 PM,  69.1 °F,  48.0 °F,47%,  30.15 in,  10.0 mi,NNE,  4.6 mph,  -,N/A,	 ,Clear
2017-9-11,8:51 PM,  68.0 °F,  46.9 °F,47%,  30.16 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,9:51 PM,  68.0 °F,  48.0 °F,49%,  30.14 in,  10.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-11,10:51 PM,  66.9 °F,  48.0 °F,51%,  30.14 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-11,11:51 PM,  66.0 °F,  50.0 °F,56%,  30.13 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,12:51 AM,  64.0 °F,  52.0 °F,65%,  30.12 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,1:51 AM,  64.9 °F,  53.1 °F,65%,  30.10 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,2:51 AM,  63.0 °F,  52.0 °F,67%,  30.08 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,3:51 AM,  62.1 °F,  54.0 °F,75%,  30.07 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,4:51 AM,  60.1 °F,  53.1 °F,78%,  30.07 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,5:51 AM,  60.1 °F,  53.1 °F,78%,  30.06 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,6:51 AM,  61.0 °F,  55.0 °F,81%,  30.07 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-12,7:51 AM,  61.0 °F,  55.9 °F,83%,  30.05 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,8:51 AM,  66.0 °F,  55.9 °F,70%,  30.05 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-12,9:51 AM,  66.9 °F,  57.0 °F,70%,  30.05 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-12,10:51 AM,  71.1 °F,  55.9 °F,59%,  30.05 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-12,11:51 AM,  73.9 °F,  59.0 °F,59%,  30.03 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,12:51 PM,  75.9 °F,  55.9 °F,50%,  30.01 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,1:51 PM,  77.0 °F,  53.1 °F,43%,  30.00 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,2:51 PM,  77.0 °F,  55.9 °F,48%,  29.98 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-12,4:00 PM,  78.1 °F,  57.0 °F,48%,  29.99 in,  10.0 mi,North,  -,  -,N/A,	 ,Unknown
2017-9-12,4:51 PM,  78.1 °F,  52.0 °F,40%,  29.94 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,5:51 PM,  78.1 °F,  53.1 °F,42%,  29.94 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,6:51 PM,  75.9 °F,  55.0 °F,48%,  29.93 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,7:51 PM,  73.9 °F,  54.0 °F,50%,  29.93 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-12,8:51 PM,  73.0 °F,  55.0 °F,53%,  29.93 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-9-12,9:51 PM,  73.0 °F,  57.0 °F,57%,  29.92 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-12,10:51 PM,  71.1 °F,  57.9 °F,63%,  29.92 in,  10.0 mi,WSW,  4.6 mph,  -,N/A,	 ,Clear
2017-9-12,11:51 PM,  70.0 °F,  57.9 °F,65%,  29.92 in,  10.0 mi,WSW,  4.6 mph,  -,N/A,	 ,Clear
2017-9-13,12:51 AM,  70.0 °F,  -,  57.0 °F,63%,  29.92 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,1:51 AM,  68.0 °F,  -,  57.9 °F,70%,  29.92 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Clear
2017-9-13,2:51 AM,  66.9 °F,  -,  57.9 °F,73%,  29.92 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,3:51 AM,  66.0 °F,  -,  57.9 °F,75%,  29.94 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,4:51 AM,  64.0 °F,  -,  57.9 °F,80%,  29.91 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,5:51 AM,  64.9 °F,  -,  57.0 °F,75%,  29.92 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,6:51 AM,  64.9 °F,  -,  57.0 °F,75%,  29.94 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,7:51 AM,  66.0 °F,  -,  57.0 °F,73%,  29.93 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,8:51 AM,  68.0 °F,  -,  55.9 °F,65%,  29.93 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,9:51 AM,  72.0 °F,  -,  57.9 °F,61%,  29.92 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Clear
2017-9-13,10:51 AM,  75.0 °F,  -,  57.0 °F,53%,  29.92 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-13,11:51 AM,  79.0 °F,  -,  55.9 °F,45%,  29.90 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Clear
2017-9-13,12:51 PM,  79.0 °F,  -,  55.9 °F,45%,  29.90 in,  10.0 mi,WSW,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-13,1:51 PM,  82.0 °F,  82.4 °F,  60.1 °F,47%,  29.88 in,  10.0 mi,North,  -,  -,N/A,	 ,Partly Cloudy
2017-9-13,2:51 PM,  80.1 °F,  81.2 °F,  62.1 °F,54%,  29.87 in,  10.0 mi,SSW,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-13,3:51 PM,  75.9 °F,  -,  64.0 °F,67%,  29.87 in,  6.0 mi,West,  6.9 mph,  -,  0.00 in,Rain,Light Rain
2017-9-13,4:12 PM,  72.0 °F,  -,  66.0 °F,81%,  29.90 in,  1.2 mi,Variable,  6.9 mph,  -,  0.00 in,Rain,Light Rain
2017-9-13,4:23 PM,  71.1 °F,  -,  68.0 °F,90%,  29.90 in,  2.5 mi,West,  4.6 mph,  -,  0.06 in,Rain,Light Rain
2017-9-13,4:30 PM,  71.1 °F,  -,  69.1 °F,93%,  29.90 in,  4.0 mi,Calm,Calm,  -,  0.06 in,Rain,Rain
2017-9-13,4:51 PM,  71.1 °F,  -,  68.0 °F,90%,  29.87 in,  9.0 mi,Calm,Calm,  -,  0.06 in,	 ,Overcast
2017-9-13,5:16 PM,  71.1 °F,  -,  69.1 °F,93%,  29.89 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-13,5:51 PM,  71.1 °F,  -,  68.0 °F,90%,  29.87 in,  9.0 mi,WNW,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-13,6:51 PM,  71.1 °F,  -,  66.9 °F,87%,  29.87 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-13,7:51 PM,  72.0 °F,  -,  68.0 °F,87%,  29.87 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-13,8:51 PM,  72.0 °F,  -,  69.1 °F,91%,  29.88 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-13,9:51 PM,  73.0 °F,  -,  69.1 °F,87%,  29.87 in,  10.0 mi,WSW,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-13,10:43 PM,  72.0 °F,  -,  69.1 °F,91%,  29.90 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-13,10:51 PM,  72.0 °F,  -,  69.1 °F,91%,  29.88 in,  10.0 mi,SW,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-13,11:04 PM,  72.0 °F,  -,  69.1 °F,91%,  29.91 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-13,11:22 PM,  72.0 °F,  -,  69.1 °F,91%,  29.90 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-13,11:51 PM,  72.0 °F,  -,  69.1 °F,91%,  29.88 in,  10.0 mi,SW,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-14,12:51 AM,  71.1 °F,  -,  68.0 °F,90%,  29.87 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-9-14,1:05 AM,  71.1 °F,  -,  68.0 °F,90%,  29.90 in,  10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
2017-9-14,1:51 AM,  71.1 °F,  -,  68.0 °F,90%,  29.86 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-14,2:15 AM,  71.1 °F,  -,  68.0 °F,90%,  29.89 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-14,2:51 AM,  71.1 °F,  -,  68.0 °F,90%,  29.86 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-14,3:51 AM,  71.1 °F,  -,  68.0 °F,90%,  29.85 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-14,4:51 AM,  71.1 °F,  -,  68.0 °F,90%,  29.87 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-14,5:51 AM,  71.1 °F,  -,  68.0 °F,90%,  29.87 in,  8.0 mi,WSW,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-9-14,6:51 AM,  70.0 °F,  -,  68.0 °F,93%,  29.89 in,  6.0 mi,West,  5.8 mph,  -,N/A,	 ,Scattered Clouds
2017-9-14,7:02 AM,  70.0 °F,  -,  68.0 °F,93%,  29.91 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-14,7:51 AM,  71.1 °F,  -,  66.9 °F,87%,  29.89 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-14,8:51 AM,  72.0 °F,  -,  66.9 °F,84%,  29.89 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-14,9:51 AM,  73.0 °F,  -,  68.0 °F,84%,  29.90 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-14,10:51 AM,  75.0 °F,  -,  69.1 °F,82%,  29.89 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-9-14,11:51 AM,  77.0 °F,  -,  68.0 °F,74%,  29.89 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-14,12:51 PM,  78.1 °F,  -,  66.9 °F,68%,  29.87 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-14,1:51 PM,  81.0 °F,  83.0 °F,  66.0 °F,60%,  29.86 in,  10.0 mi,North,  -,  -,N/A,	 ,Mostly Cloudy
2017-9-14,2:51 PM,  78.1 °F,  -,  64.9 °F,64%,  29.85 in,  10.0 mi,South,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-14,3:51 PM,  78.1 °F,  -,  66.9 °F,68%,  29.84 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-14,4:51 PM,  73.9 °F,  -,  70.0 °F,87%,  29.85 in,  9.0 mi,Variable,  3.5 mph,  -,  0.02 in,	 ,Overcast
2017-9-14,5:51 PM,  78.1 °F,  -,  64.0 °F,62%,  29.85 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-14,6:51 PM,  78.1 °F,  -,  63.0 °F,60%,  29.87 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-14,7:51 PM,  77.0 °F,  -,  63.0 °F,62%,  29.89 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-9-14,8:51 PM,  77.0 °F,  -,  63.0 °F,62%,  29.91 in,  10.0 mi,WSW,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-14,9:51 PM,  75.9 °F,  -,  64.0 °F,67%,  29.92 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-14,10:51 PM,  73.9 °F,  -,  64.0 °F,71%,  29.94 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-9-14,11:51 PM,  73.9 °F,  -,  63.0 °F,68%,  29.94 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-15,12:51 AM,  73.0 °F,  -,  63.0 °F,71%,  29.95 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-9-15,1:51 AM,  73.0 °F,  -,  62.1 °F,68%,  29.96 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-15,2:51 AM,  71.1 °F,  -,  63.0 °F,75%,  29.96 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-9-15,3:51 AM,  70.0 °F,  -,  63.0 °F,78%,  29.96 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-15,4:51 AM,  69.1 °F,  -,  62.1 °F,78%,  29.97 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-15,5:51 AM,  69.1 °F,  -,  63.0 °F,81%,  29.99 in,  10.0 mi,WNW,  4.6 mph,  -,N/A,	 ,Clear
2017-9-15,6:51 AM,  66.9 °F,  -,  63.0 °F,87%,  30.01 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-15,7:51 AM,  68.0 °F,  -,  63.0 °F,84%,  30.03 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-15,8:51 AM,  71.1 °F,  -,  63.0 °F,75%,  30.04 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-15,9:51 AM,  73.9 °F,  -,  63.0 °F,68%,  30.05 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-15,10:51 AM,  77.0 °F,  -,  63.0 °F,62%,  30.06 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-9-15,11:51 AM,  75.9 °F,  -,  63.0 °F,64%,  30.05 in,  10.0 mi,WSW,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-9-15,12:51 PM,  75.9 °F,  -,  63.0 °F,64%,  30.05 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-15,1:51 PM,  79.0 °F,  -,  63.0 °F,58%,  30.04 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-15,2:48 PM,  79.0 °F,  -,  63.0 °F,58%,  30.04 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-15,2:51 PM,  78.1 °F,  -,  64.0 °F,62%,  30.03 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-15,3:51 PM,  80.1 °F,  81.5 °F,  63.0 °F,56%,  30.02 in,  10.0 mi,WSW,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-9-15,4:51 PM,  81.0 °F,  82.5 °F,  64.0 °F,56%,  30.03 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-15,5:51 PM,  77.0 °F,  -,  64.9 °F,66%,  30.05 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Partly Cloudy
2017-9-15,6:51 PM,  75.9 °F,  -,  64.9 °F,69%,  30.06 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
